company_name,date,revenue,active_users,signups,is_injected_anomaly
GreenLeaf SaaS,2025-04-27,16268.71,910,40,False
GreenLeaf SaaS,2025-04-28,13306.42,798,38,False
GreenLeaf SaaS,2025-04-29,13567.89,648,22,False
GreenLeaf SaaS,2025-04-30,16062.56,827,39,False
GreenLeaf SaaS,2025-05-01,18665.25,1110,49,False
GreenLeaf SaaS,2025-05-02,17764.45,1006,47,False
GreenLeaf SaaS,2025-05-03,16824.02,979,35,False
GreenLeaf SaaS,2025-05-04,15054.77,845,44,False
GreenLeaf SaaS,2025-05-05,14339.46,673,28,False
GreenLeaf SaaS,2025-05-06,14346.08,838,35,False
GreenLeaf SaaS,2025-05-07,17700.83,1108,49,False
GreenLeaf SaaS,2025-05-08,16784.75,982,46,False
GreenLeaf SaaS,2025-05-09,19791.88,1170,52,False
GreenLeaf SaaS,2025-05-10,17514.01,883,46,False
GreenLeaf SaaS,2025-05-11,16243.1,879,39,False
GreenLeaf SaaS,2025-05-12,15961.37,843,45,False
GreenLeaf SaaS,2025-05-13,14986.37,784,34,False
GreenLeaf SaaS,2025-05-14,17236.28,898,40,False
GreenLeaf SaaS,2025-05-15,19905.42,1163,46,False
GreenLeaf SaaS,2025-05-16,18325.03,1071,45,False
GreenLeaf SaaS,2025-05-17,18884.54,1130,52,False
GreenLeaf SaaS,2025-05-18,16730.81,1102,44,False
GreenLeaf SaaS,2025-05-19,14603.6,828,44,False
GreenLeaf SaaS,2025-05-20,15730.48,919,42,False
GreenLeaf SaaS,2025-05-21,17397.16,984,43,False
GreenLeaf SaaS,2025-05-22,18606.03,879,39,False
GreenLeaf SaaS,2025-05-23,18572.12,930,49,False
GreenLeaf SaaS,2025-05-24,19422.77,1124,54,False
GreenLeaf SaaS,2025-05-25,17733.6,943,35,False
GreenLeaf SaaS,2025-05-26,14303.72,790,34,False
GreenLeaf SaaS,2025-05-27,15710.55,737,37,False
GreenLeaf SaaS,2025-05-28,16439.25,941,39,False
GreenLeaf SaaS,2025-05-29,19132.66,1035,48,False
GreenLeaf SaaS,2025-05-30,19639.16,1109,41,False
GreenLeaf SaaS,2025-05-31,17676.09,1001,43,False
GreenLeaf SaaS,2025-06-01,16426.08,757,35,False
GreenLeaf SaaS,2025-06-02,15835.42,985,47,False
GreenLeaf SaaS,2025-06-03,16064.31,771,33,False
GreenLeaf SaaS,2025-06-04,17273.13,931,46,False
GreenLeaf SaaS,2025-06-05,21267.27,1137,45,False
GreenLeaf SaaS,2025-06-06,20626.17,1245,55,False
GreenLeaf SaaS,2025-06-07,20710.87,1161,53,False
GreenLeaf SaaS,2025-06-08,15607.33,959,37,False
GreenLeaf SaaS,2025-06-09,17595.76,997,50,False
GreenLeaf SaaS,2025-06-10,15688.51,870,40,False
GreenLeaf SaaS,2025-06-11,16898.34,862,34,False
GreenLeaf SaaS,2025-06-12,19031.65,1012,48,False
GreenLeaf SaaS,2025-06-13,21634.86,1206,51,False
GreenLeaf SaaS,2025-06-14,20113.03,1142,49,False
GreenLeaf SaaS,2025-06-15,17608.52,917,36,False
GreenLeaf SaaS,2025-06-16,15951.04,1021,44,False
GreenLeaf SaaS,2025-06-17,15125.49,869,30,False
GreenLeaf SaaS,2025-06-18,18064.39,898,41,False
GreenLeaf SaaS,2025-06-19,18003.14,1143,59,False
GreenLeaf SaaS,2025-06-20,20014.69,951,41,False
GreenLeaf SaaS,2025-06-21,20142.44,1157,43,False
GreenLeaf SaaS,2025-06-22,15522.18,810,35,False
GreenLeaf SaaS,2025-06-23,17547.78,1126,50,False
GreenLeaf SaaS,2025-06-24,17274.05,1040,47,False
GreenLeaf SaaS,2025-06-25,17375.14,854,38,False
GreenLeaf SaaS,2025-06-26,21385.4,1285,64,False
GreenLeaf SaaS,2025-06-27,21801.16,1018,45,False
GreenLeaf SaaS,2025-06-28,19607.33,1170,51,False
GreenLeaf SaaS,2025-06-29,17877.16,989,46,False
GreenLeaf SaaS,2025-06-30,15673.12,784,37,False
GreenLeaf SaaS,2025-07-01,16439.36,1008,45,False
GreenLeaf SaaS,2025-07-02,19191.14,1141,50,False
GreenLeaf SaaS,2025-07-03,21411.76,1208,52,False
GreenLeaf SaaS,2025-07-04,21857.57,1242,59,False
GreenLeaf SaaS,2025-07-05,20367.74,1171,46,False
GreenLeaf SaaS,2025-07-06,18462.2,992,45,False
GreenLeaf SaaS,2025-07-07,16748.86,985,48,False
GreenLeaf SaaS,2025-07-08,15702.71,694,31,False
GreenLeaf SaaS,2025-07-09,18230.58,689,24,False
GreenLeaf SaaS,2025-07-10,22763.9,1309,58,False
GreenLeaf SaaS,2025-07-11,23508.56,1344,63,False
GreenLeaf SaaS,2025-07-12,20864.29,1095,50,False
GreenLeaf SaaS,2025-07-13,17606.6,875,35,False
GreenLeaf SaaS,2025-07-14,17003.51,1071,57,False
GreenLeaf SaaS,2025-07-15,17495.57,923,45,False
GreenLeaf SaaS,2025-07-16,17716.53,927,42,False
GreenLeaf SaaS,2025-07-17,21566.91,1106,61,False
GreenLeaf SaaS,2025-07-18,20544.47,1218,54,False
GreenLeaf SaaS,2025-07-19,20092.13,904,35,False
GreenLeaf SaaS,2025-07-20,18113.3,988,44,False
GreenLeaf SaaS,2025-07-21,17967.75,930,42,False
GreenLeaf SaaS,2025-07-22,15323.2,838,31,False
GreenLeaf SaaS,2025-07-23,19101.75,1125,53,False
GreenLeaf SaaS,2025-07-24,22511.07,1204,58,False
GreenLeaf SaaS,2025-07-25,23119.31,1258,51,False
GreenLeaf SaaS,2025-07-26,21712.28,1027,44,False
GreenLeaf SaaS,2025-07-27,17403.96,914,36,False
GreenLeaf SaaS,2025-07-28,16645.95,824,32,False
GreenLeaf SaaS,2025-07-29,16952.42,964,45,False
GreenLeaf SaaS,2025-07-30,20984.97,1143,52,False
GreenLeaf SaaS,2025-07-31,21892.13,1174,52,False
GreenLeaf SaaS,2025-08-01,22676.65,1275,59,False
GreenLeaf SaaS,2025-08-02,21291.42,1097,48,False
GreenLeaf SaaS,2025-08-03,17331.61,854,36,False
GreenLeaf SaaS,2025-08-04,17405.54,719,31,False
GreenLeaf SaaS,2025-08-05,16602.34,915,40,False
GreenLeaf SaaS,2025-08-06,20126.85,1117,50,False
GreenLeaf SaaS,2025-08-07,21513.51,1189,56,False
GreenLeaf SaaS,2025-08-08,24317.83,1294,55,False
GreenLeaf SaaS,2025-08-09,21397.61,1288,57,False
GreenLeaf SaaS,2025-08-10,20594.03,1072,46,False
GreenLeaf SaaS,2025-08-11,15262.22,1018,43,False
GreenLeaf SaaS,2025-08-12,19017.37,1028,49,False
GreenLeaf SaaS,2025-08-13,21065.32,1090,46,False
GreenLeaf SaaS,2025-08-14,22936.71,1235,55,False
GreenLeaf SaaS,2025-08-15,25797.95,1425,60,False
GreenLeaf SaaS,2025-08-16,20083.41,1151,55,False
GreenLeaf SaaS,2025-08-17,19220.87,1246,60,False
GreenLeaf SaaS,2025-08-18,18484.06,1039,47,False
GreenLeaf SaaS,2025-08-19,18568.83,1098,57,False
GreenLeaf SaaS,2025-08-20,20065.62,1201,46,False
GreenLeaf SaaS,2025-08-21,23634.1,1353,58,False
GreenLeaf SaaS,2025-08-22,23039.71,1462,68,False
GreenLeaf SaaS,2025-08-23,21528.53,1162,46,False
GreenLeaf SaaS,2025-08-24,18622.14,973,43,False
GreenLeaf SaaS,2025-08-25,18548.23,912,41,False
GreenLeaf SaaS,2025-08-26,18534.83,1002,44,False
GreenLeaf SaaS,2025-08-27,23317.82,1092,49,False
GreenLeaf SaaS,2025-08-28,24164.16,1400,66,False
GreenLeaf SaaS,2025-08-29,22059.04,1157,56,False
GreenLeaf SaaS,2025-08-30,23069.14,1342,55,False
GreenLeaf SaaS,2025-08-31,18441.86,1057,42,False
GreenLeaf SaaS,2025-09-01,17596.28,861,41,False
GreenLeaf SaaS,2025-09-02,18611.61,1234,51,False
GreenLeaf SaaS,2025-09-03,19830.71,1027,54,False
GreenLeaf SaaS,2025-09-04,22882.88,1188,53,False
GreenLeaf SaaS,2025-09-05,23315.16,1254,57,False
GreenLeaf SaaS,2025-09-06,22618.35,1301,58,False
GreenLeaf SaaS,2025-09-07,19678.12,989,43,False
GreenLeaf SaaS,2025-09-08,17974.58,1074,45,False
GreenLeaf SaaS,2025-09-09,20312.03,1140,58,False
GreenLeaf SaaS,2025-09-10,21815.99,1193,55,False
GreenLeaf SaaS,2025-09-11,24288.21,1248,48,False
GreenLeaf SaaS,2025-09-12,25774.3,1440,62,False
GreenLeaf SaaS,2025-09-13,24862.48,1354,63,False
GreenLeaf SaaS,2025-09-14,21399.23,993,46,False
GreenLeaf SaaS,2025-09-15,17332.35,991,50,False
GreenLeaf SaaS,2025-09-16,19452.87,989,46,False
GreenLeaf SaaS,2025-09-17,22341.2,1209,53,False
GreenLeaf SaaS,2025-09-18,25234.73,1316,59,False
GreenLeaf SaaS,2025-09-19,24568.71,1329,61,False
GreenLeaf SaaS,2025-09-20,23115.68,1238,58,False
GreenLeaf SaaS,2025-09-21,19356.88,1037,44,False
GreenLeaf SaaS,2025-09-22,18187.95,964,42,False
GreenLeaf SaaS,2025-09-23,18073.19,937,44,False
GreenLeaf SaaS,2025-09-24,23168.95,1381,63,False
GreenLeaf SaaS,2025-09-25,23746.46,1359,61,False
GreenLeaf SaaS,2025-09-26,23888.23,1375,65,False
GreenLeaf SaaS,2025-09-27,23668.99,1437,62,False
GreenLeaf SaaS,2025-09-28,20620.39,1091,52,False
GreenLeaf SaaS,2025-09-29,18120.28,1045,52,False
GreenLeaf SaaS,2025-09-30,19801.65,1045,47,False
GreenLeaf SaaS,2025-10-01,21366.79,1102,49,False
GreenLeaf SaaS,2025-10-02,25318.05,1528,65,False
GreenLeaf SaaS,2025-10-03,25339.89,1322,58,False
GreenLeaf SaaS,2025-10-04,23876.79,1560,68,False
GreenLeaf SaaS,2025-10-05,20374.98,1356,65,False
GreenLeaf SaaS,2025-10-06,18365.8,810,35,False
GreenLeaf SaaS,2025-10-07,19932.86,1192,53,False
GreenLeaf SaaS,2025-10-08,20582.08,1059,52,False
GreenLeaf SaaS,2025-10-09,26732.31,1536,69,False
GreenLeaf SaaS,2025-10-10,25110.14,1410,66,False
GreenLeaf SaaS,2025-10-11,26402.89,1220,53,False
GreenLeaf SaaS,2025-10-12,21740.38,1215,56,False
GreenLeaf SaaS,2025-10-13,19153.1,1188,53,False
GreenLeaf SaaS,2025-10-14,19330.37,1095,54,False
GreenLeaf SaaS,2025-10-15,23207.01,1468,67,False
GreenLeaf SaaS,2025-10-16,25903.84,1368,56,False
GreenLeaf SaaS,2025-10-17,26582.04,1657,73,False
GreenLeaf SaaS,2025-10-18,25239.14,1399,58,False
GreenLeaf SaaS,2025-10-19,21428.92,1063,50,False
GreenLeaf SaaS,2025-10-20,20601.96,1196,57,False
GreenLeaf SaaS,2025-10-21,19409.48,1241,57,False
GreenLeaf SaaS,2025-10-22,22673.34,1277,55,False
GreenLeaf SaaS,2025-10-23,26432.93,1490,62,False
GreenLeaf SaaS,2025-10-24,25323.04,1417,64,False
GreenLeaf SaaS,2025-10-25,24582.36,1156,49,False
GreenLeaf SaaS,2025-10-26,23225.65,1485,71,False
GreenLeaf SaaS,2025-10-27,19837.48,1284,56,False
GreenLeaf SaaS,2025-10-28,19959.54,1252,58,False
GreenLeaf SaaS,2025-10-29,24506.41,1403,61,False
GreenLeaf SaaS,2025-10-30,24488.85,1370,66,False
GreenLeaf SaaS,2025-10-31,26242.17,1428,60,False
GreenLeaf SaaS,2025-11-01,26163.66,1605,71,False
GreenLeaf SaaS,2025-11-02,21002.37,1246,58,False
GreenLeaf SaaS,2025-11-03,20240.74,1014,52,False
GreenLeaf SaaS,2025-11-04,20626.02,1102,44,False
GreenLeaf SaaS,2025-11-05,25331.29,1441,60,False
GreenLeaf SaaS,2025-11-06,24423.21,1304,61,False
GreenLeaf SaaS,2025-11-07,26291.04,1528,75,False
GreenLeaf SaaS,2025-11-08,24745.85,1568,74,False
GreenLeaf SaaS,2025-11-09,22533.52,1444,68,False
GreenLeaf SaaS,2025-11-10,20794.78,1223,51,False
GreenLeaf SaaS,2025-11-11,21404.28,1104,51,False
GreenLeaf SaaS,2025-11-12,25475.89,1510,70,False
GreenLeaf SaaS,2025-11-13,27520.12,1412,64,False
GreenLeaf SaaS,2025-11-14,25612.36,1377,63,False
GreenLeaf SaaS,2025-11-15,23632.68,1248,59,False
GreenLeaf SaaS,2025-11-16,21798.36,1190,44,False
GreenLeaf SaaS,2025-11-17,19954.11,1141,43,False
GreenLeaf SaaS,2025-11-18,20762.5,1258,52,False
GreenLeaf SaaS,2025-11-19,25352.45,1440,65,False
GreenLeaf SaaS,2025-11-20,26111.87,1294,57,False
GreenLeaf SaaS,2025-11-21,29248.36,1686,71,False
GreenLeaf SaaS,2025-11-22,27277.5,1594,78,False
GreenLeaf SaaS,2025-11-23,22719.48,1344,60,False
GreenLeaf SaaS,2025-11-24,20211.47,1059,48,False
GreenLeaf SaaS,2025-11-25,22879.29,1256,60,False
GreenLeaf SaaS,2025-11-26,23362.96,1256,65,False
GreenLeaf SaaS,2025-11-27,27958.25,1638,73,False
GreenLeaf SaaS,2025-11-28,28445.11,1402,64,False
GreenLeaf SaaS,2025-11-29,27817.41,1501,63,False
GreenLeaf SaaS,2025-11-30,23383.66,1429,64,False
GreenLeaf SaaS,2025-12-01,21037.4,1124,46,False
GreenLeaf SaaS,2025-12-02,22915.65,1404,61,False
GreenLeaf SaaS,2025-12-03,24234.05,1425,67,False
GreenLeaf SaaS,2025-12-04,28427.84,1398,64,False
GreenLeaf SaaS,2025-12-05,28606.79,1506,72,False
GreenLeaf SaaS,2025-12-06,26499.74,1658,76,False
GreenLeaf SaaS,2025-12-07,21538.24,1032,51,False
GreenLeaf SaaS,2025-12-08,21276.97,1124,47,False
GreenLeaf SaaS,2025-12-09,20928.9,1173,58,False
GreenLeaf SaaS,2025-12-10,25679.41,1452,63,False
GreenLeaf SaaS,2025-12-11,31318.31,1898,84,False
GreenLeaf SaaS,2025-12-12,28452.89,1486,66,False
GreenLeaf SaaS,2025-12-13,28016.23,1569,78,False
GreenLeaf SaaS,2025-12-14,24745.3,1448,62,False
GreenLeaf SaaS,2025-12-15,20309.69,1098,51,False
GreenLeaf SaaS,2025-12-16,23112.59,1197,56,False
GreenLeaf SaaS,2025-12-17,24934.15,1340,61,False
GreenLeaf SaaS,2025-12-18,27731.72,1423,61,False
GreenLeaf SaaS,2025-12-19,30338.27,1684,71,False
GreenLeaf SaaS,2025-12-20,26374.07,1569,66,False
GreenLeaf SaaS,2025-12-21,23249.02,1241,60,False
GreenLeaf SaaS,2025-12-22,22651.15,1322,56,False
GreenLeaf SaaS,2025-12-23,24062.87,1142,47,False
GreenLeaf SaaS,2025-12-24,25739.66,1250,60,False
GreenLeaf SaaS,2025-12-25,29672.53,1768,82,False
GreenLeaf SaaS,2025-12-26,27418.85,1505,68,False
GreenLeaf SaaS,2025-12-27,27332.34,1559,68,False
GreenLeaf SaaS,2025-12-28,24697.66,1228,44,False
GreenLeaf SaaS,2025-12-29,21168.9,1083,46,False
GreenLeaf SaaS,2025-12-30,23629.12,1425,63,False
GreenLeaf SaaS,2025-12-31,26345.79,1458,61,False
