customer_id,tenure,monthly_spend,usage_frequency,support_tickets,plan_type,churn_label
caddb76d5e32dafca808a4fd63b8306c5808bb6da254cc2cae15b6f05aa08881,4,41.15,30,0,basic,0
96fe4b7c104171af7d8556a8f7486981ad8108c904d3e9329b911f730bb73447,31,37.75,30,0,basic,0
a4c7c54b490365ea61c59ab41b091876659bc62ed8befb3aa6aa5552d50c7737,27,41.15,30,0,basic,0
8e91f4bb893650425d13a91e40f5564e310e7e584feed751b080a31c4ba18b89,28,69.2,30,0,pro,1
3efe5a97ed117bd3e448c38c09fa9b70f397dc3898c9e8576e204a9b15e67e3d,3,51.35,4,0,pro,0
da3e4e85536c11a60414b701ce0699ff345187a22db3e1a9615c6ab2be285051,31,73.45,4,0,pro,0
11269a860da21e6f9909f5a9a5f46f968e52c0b3c284c5eba3105692bda9e0f0,9,29.25,0,1,basic,1
48ee252e714f0308a617d77592f294c9c6f77d87f6597ebce9b76019e45c790d,6,118.5,30,0,enterprise,0
73e48f0fbf587c4d5e04805b4e34afbcccde0af61f1c5d2530170b5b32f01517,11,40.3,4,0,basic,0
b1fe05d683f7e0fa11f9a4ee2235190de07d0782311756b321938674a6b327ff,1,126.15,30,0,enterprise,0
a88b75bbeb1c5053bd8fa4f1f71f9a985ff0a4df71e96af74895b41c2b4969b3,4,49.65,4,0,pro,0
554272ddf08628d1b5f68105371c9965a280f7673fe4b618a8ab8cd42456a35e,29,84.5,30,0,pro,0
77c6466b4bc206ea0caefc2390309444487e371a9a04f961a69566faf0f8e257,21,71.75,4,0,pro,0
9610be1b67c0a7d98235165a2a940ffb6ff466f4d53f5c3e73bc3a2fdee43c66,18,37.75,30,0,basic,0
44c1b547783d013ef5bf072f4b4753163afa3a5a23033163e4f9fbc2b349b6cf,36,64.1,4,0,pro,0
391e3cc0c7e15ed4a2c657ba02d3aafa4313592dcc5d2a2a8538d3f80cb56b13,33,42.0,4,0,basic,0
fbd5345cf6286915754c2cf3cd15492c771fda576a6d89ef4dc466e83c81e510,23,29.25,0,0,basic,1
fd1bf9ad0b347b3d50eec9fa1c163a76339069b261cdbb136cfba9581fe05b76,31,74.3,30,0,pro,0
c87015cf6fddc348c17c51a1918f632753e670aa6f52210018cbceb7c63b84b0,18,44.55,4,0,basic,0
cccfd79ca222339891216d4d959f47199cc492946329018961bf0d981f980913,22,27.55,0,1,basic,0
7ac5e3780fe2646f3682f11438b82687169acf0f109958d9ee4d63052c095d32,10,31.8,4,1,basic,1
5bbc5f9cb36d4fff99db7865154d6c29797a3e7360897faa8bc2b6250bb34315,17,44.55,30,0,basic,1
92df7cf2dd99edde5c904bf8708276dae12328571fd8d0d70eb5a5b0774c0ab9,18,68.35,30,0,pro,0
a873ca6ee7ca4d8f9dcff7a3da1bcf13cadb52450bfde130d4e396186d1926f3,18,68.35,4,0,pro,0
00ba326952bb5970b17901ced56782df55bf2d5ec5b51fecac48d2b61eaac515,27,43.7,30,0,basic,0
5296f2d8e3b7c45374569e50b357956a5627accc7ab3475f393a21e808abca4b,15,35.2,0,0,basic,1
8cb270d92cf157e2c45007c6fea82cd67e8db16a4c38c87c90a07776c0825ab7,12,31.8,0,0,basic,0
f33ae2e1c4ceb98b490e2e4984bcc5c5626b790c79b7627a4875c3ea76fd26b3,24,38.6,4,0,basic,0
6ef8c13dec4ec6e289e9e687190fffbf66ba0ecf7c29d927a531a790311f738f,22,34.35,0,1,basic,1
e6eb54fca873d347d1d8b08d171c71df3a5cc1b0f0fea783686580275a70fa93,21,31.8,4,1,basic,1
7e1f77bc394ba512aba47ee4e442ffbd36c15d24585b803a95c14e7a3f13bbab,10,53.05,4,0,pro,0
b9378fedd52a3d1325aa517a681d0e52b3e823df98c3803b71c6f143e6f33659,33,36.05,4,1,basic,0
fb47ceda48373fb269f7799458a001dfabdf3fe35aa6dbd87b28768866e94236,25,94.7,30,0,enterprise,0
0cf92b9a850c0b9562e42c9c57fea84451ba5924c5cf3598771eba50157d66a7,13,29.25,0,0,basic,1
c45d61d34f8d473f676f2de22d85d403034c77a5ba8a7c939ca5304c5f6903ad,14,30.95,0,1,basic,1
e8c735ae5212bbb3ab94d0a6867ffa70b9d5c2e89d6b6285c949f52f03a54843,7,94.7,30,1,enterprise,0
00007d2e25cea9477e197f08667568aa2890ec0f32e1584e37db8c4a800e3c75,27,105.75,30,0,enterprise,0
0483adc3a49a3d8d80fa8c511c6a631355ac37fce70c08b0d6b20c98464010c7,16,45.4,4,0,basic,0
fec25a20bf0159a04a1a27a29b8d229612e76b1dfefceb1f0650fd4f3d435068,4,39.45,4,0,basic,0
73a5c42326044ea8f36c68c5abb3fdeee92f8ca01d62696b29f255fccab36d8e,14,32.65,4,0,basic,1
14dacdfab5dde3410905bddec318e68a4560017776c23e5cc2755db27d290e08,7,70.9,30,0,pro,0
931911eb821c5e178dd21f53875eb16841e468049d0956db168d3891acc25f8c,8,58.15,30,0,pro,0
56af33034a77d5e8722f94f0cfdbac42cf66704d1d15efa77699dd461c82d0b4,4,32.65,4,0,basic,1
381986289255dd3d58474b4e40325882b8527aad1f67e04685b3e9155eae5008,21,53.05,30,0,pro,0
07d01f15003fd5a92ab0d9d8e03f2d71a9eadf1172e6c339340583cb1b2cd445,9,64.1,4,0,pro,1
8f7af7cbd9314fb2de362659529c35d10e332a8653421b2865f059f4f732548b,4,31.8,4,1,basic,1
5a11965e77dc96d4db7eba150e6600a9031aef626c01f67b255a7e2a1ec80302,8,37.75,30,0,basic,0
c51c0615a137d53fd865ef402adbc6a08ef55222451cd044974056a9013cf4b8,32,28.4,4,1,basic,1
682ee779644fbac00e012b159cd6e8b5ee347504196e6c24ff5e113f6852c3dc,25,75.15,30,0,pro,0
2df55dbcbf09236a14a717d2de40731a340964f657fd2dc5bed25e2378aa7554,14,48.8,4,0,pro,0
eac9876d95100af5b2fc2fdd5e85e09afe6eb2dc2f63c231850572a7eaa4f79a,14,31.8,4,1,basic,1
5861609ec8b8f048f207619bc0ebbb8846ed37d732b112e97c507460b30f3f8a,10,68.35,4,0,pro,0
c4dd655500081b5f357cddd8069700d38d5e23d65d72b1ac0c308566e482b830,14,32.65,4,0,basic,1
253c46271bb3cfbd9da08a44f438fef533878fe55db17129df4ce13c2ddbb940,3,74.3,30,1,pro,0
7c0834516602d12c6335a604f900755f0a4b79e69fc0c4043355e40b8906df45,17,72.6,30,0,pro,0
249ab222356c7d84499015f659b5a11691001c648ed7e7ff4be7b755ad6bc9d6,3,45.4,30,0,basic,0
27157e68970f44c4003c2ad8374d8e4c2e658029ec213f1d31efe60fc3acba0d,24,74.3,4,0,pro,0
bb25e774f4785f2ec985d4d536b619ae8bea1b1a87f9cedd245ac3177125ff42,14,63.25,30,0,pro,1
92ab5ba754fc514eb6ca118b7046e057706c557f32e3e11cf16b0fb33e3e404e,5,121.05,30,1,enterprise,0
31ead7e3c703b4afce41488d09027b344afad54871716f205a0a925faba8ee9f,5,59.0,30,0,pro,0
f191cddad4a7a655b23beaa140a91be51437c2773372fe36de5c76b175d1b2fa,21,64.95,30,0,pro,0
7227af0bbf61ea55ffb52d54d207705fc3edafff29df2c60bbbc955591171c4c,26,66.65,4,0,pro,0
af0bc1a420a6a5f271a4e79fa24fbe1e9bed441f934c67d85ff4981835777d38,23,36.9,4,1,basic,1
1cbeeb7544bf1286b4ff6e814590c1d0d343e682fa26e325ae130b2704323118,21,62.4,4,0,pro,0
09f06fda3278c525874bacb59d6b0d0ad8bc815686c823665d95a7332c7ee860,28,71.75,4,0,pro,0
3dd611e02a0cee02352f7e4b0f8cc8d92d20dafc522f1908f085729c2f3d1323,36,36.05,4,0,basic,1
a05a80717b591618a0c0ef8fe90bb6b4c87efcbd388c77a9e7d2eaf41139b851,22,47.95,4,0,pro,0
3aab6d983cd56e71b72c2b2f025ae3119747a676f3569007b337220db2f2422a,24,110.85,30,0,enterprise,0
b657a6ad1c327ef973cf8a44ef6937a750aab97acc639d06f0cf8c084f63dcd9,3,30.95,4,0,basic,1
de49840468bad6cb6335b3e9b4422609cd5183141039f013f96bcfe83ef65152,11,53.9,30,0,pro,1
7a313b03d2f2c473c53839da52e41c4d78f76162a9c0d23d871650222f0b0936,31,49.65,30,0,pro,0
949ff418ec2c5282a423c186dc30d486b38cce90ef5917452b8720ea2f07db9d,18,26.7,4,0,basic,0
bae00b148767796b2318c57a8f7ead15ed2ea768aa408b1d59d54c0a4556b8d3,5,59.0,4,0,pro,0
fa7ced7c8a73efde992063e5176db5b40bfcdb29631dcb05060cf7a23242ff0c,27,42.0,4,0,basic,1
2cc74a1791f26df894ca11770b6e9ff2f99384e68ea23c0ba170b9a52e124a74,5,26.7,0,1,basic,1
2431419ab9d703c6fcaa2e2479ca2d46d83f2c37809b16c1e843023e1a676ff6,21,26.7,4,0,basic,1
f64817d2ee582b95503ad9c4cb789b81ad25d796f212105fbc3c19bd8974c44f,4,29.25,0,0,basic,1
c3cf5d033daf7165543af2c953c37366b3f53a6a4a6aa083ae64933d57b96a16,23,45.4,30,0,basic,0
3295dd71290911789e1fec942c6b8f7490df6e1189da40c5facfe355843c8523,24,31.8,0,1,basic,1
8f9a9cf1032e3e77cfed99ba2854c234c18e269eb86d60e8c95f85485c8f013d,2,33.5,0,1,basic,1
16254baad975fff0d3740aef572d2d27a8ce468be0eea78488fef359aab6eb48,29,35.2,0,0,basic,1
6187e0998213cd1074137c4287c3bd042a7fc062296ba9bb238b658a97192767,34,80.25,30,1,pro,0
44f29e0c5a540d9ddc14206931e41458d389767ec8fee348190958705557ae51,20,74.3,30,0,pro,0
25bdfb78697cad9980fb9d3feee9268bb32c1e142fa45cf81b81a6ff0084c7e0,10,29.25,4,0,basic,1
e3bf5993419b55034db8d5d260a71fcf27b314e13c48a358b95f6b231844327c,19,49.65,4,0,pro,1
09422f4fd9e56f1abc4c50ef9327144c273b6cbacf0dec10ece480815daa0624,22,90.45,30,0,pro,0
79823856cd18711c3b9df2fec12ac21206a7e129811b0a318d0148da57e5220c,14,94.7,30,0,enterprise,0
05933f652c55c328ac4cb5eefe2901a288af504120cbc6fc383363eec38c7d68,27,68.35,30,0,pro,0
91f096b78ad3e5d71a3c54175a603512d68d7209fdbd201962c385fd82c036ca,3,54.75,30,0,pro,0
121c5c7cf08b835b3ba4fbece86016956cbdf7ba182aba33868cb92b941b3d9e,12,29.25,0,1,basic,1
c9a81602060b86966e8229ee3f4f467f9c8b3363aefc9b38ecffa57fea2547cb,1,34.35,0,0,basic,1
c8df03c2886c06dbb4a8401101a1d1fde48c1faf1bb86a19a2255880f3d13635,7,28.4,0,0,basic,1
ccd54f6325570b26d74d140c440318d37f87fa2e60b88de94316ddaaca3a408b,19,71.75,4,0,pro,1
f802903df59ec142f6296911c22ab064fdca292f14634a083a5bb367d4bad1f3,22,94.7,30,1,enterprise,0
e2291c0bbfceca02ab6f507a0a999bbbb4bd8ea903936c52d51c652ed057a7e5,8,31.8,4,0,basic,1
29c1c58f24b7d2491a60cfa58607c0cf10b4ec4e4fc32ee98ff3976d7fe25a96,17,34.35,0,0,basic,0
7521cec598310c4fbfa98875df5d75c828fa86e01db74303e7ec43e83a43f62d,33,74.3,30,0,pro,0
2e87f270a52626df0bd26a92c5f1b07f4f146ee974e6a9a8884b025eaaeac531,7,53.05,4,0,pro,0
f4870fb604b28634997c134efa57db0139b5f49fd38d6547cec2b454bcab26a6,23,59.85,4,0,pro,0
f16b4fe65266aa9b6bc13fea7f905c59a2295c120a89aa346204caffb276f17d,10,30.1,0,0,basic,1
b6a2feeff22c6854e09d60c90a44f09c53a6c8e247a3de6e85e46f77516b223c,35,41.15,30,0,basic,1
3a781abb9b31d2f61b978b7a9a2b167083ff23dc372503883396e3b2a3bd1791,24,30.95,0,1,basic,1
0bf099c0864f8dc4fa95cc0d9410373ea74905903c080489cf9640b490fc6469,22,89.6,30,0,pro,0
95c214e2779ae3d056f1436b1dae03adee5f65737ae36070c94279c4cd81b85c,6,109.15,30,0,enterprise,0
5254275341cee8dfcd00d448be018f45d8ffbaf5d328aba2386a57ded40ec21d,34,36.9,0,0,basic,0
5c4e67ddba33a962e29b82d0191b7a7828d443fee790a674b9527d71a06ad459,14,45.4,4,0,basic,0
d6a4bd1ac6f8f352d2fdaec58665d983e1b4c5848b5417d4b135ec2196486531,22,89.6,30,0,pro,0
61eefb2aa1dc612ef07bb44b240cd39d420a8fbc7b4ad3f09518e963af399aa5,30,30.95,4,1,basic,1
96640d68199dcc94fa2f6484ca7d89ae0f863f4e55916caa1973922ee49578d8,29,63.25,30,0,pro,0
966892b6df7a5d109018733406c46381ec0e3808c8dcf3f4b113cb5bedf39861,14,25.85,0,0,basic,1
2af6757a47813271c05538718cc489822dbddc2f52defc208c36f6dbbb48129c,36,44.55,4,0,basic,0
62c53efeb2d86ad0aade9261e0d15f237bf9566cc93b5d95ac7405d4ac0095a7,11,31.8,4,1,basic,1
e592abb4e45d0086577c1fa1b97f512359cedd063afb4dde3279c4da978bc6d3,11,126.15,30,0,enterprise,0
dfb8b2626c8df69be1efecba75b7331156b88280eea902b2725b32cbc29cfe39,28,87.05,30,0,pro,0
b5eb03b4ff2ca20795a7383eb58e2396ca2e092af2ea859412481085476d1f8b,23,36.9,4,0,basic,0
2ba477b24dc7befc3d8aa0147b4e29e605b596471486b41db4332150a8a541d9,15,95.55,30,0,enterprise,0
1bb85dd5cd45ce397c17ed016d0f8c06cdfb742b830fe0d182d2ae64ba994d10,3,76.0,30,0,pro,0
442112a396e9c270dfb7cda80e78210626a9626ece3cfbf2433c2ea88e4eb849,16,55.6,30,0,pro,0
5de562fa0819e9f1d83e961eecec78535ab89439bf9412bcdca0cc85129ebdbf,29,70.05,30,0,pro,0
6282d0cb1c9ff102dedfdaaef498570f03e2d5540cf99e569c8c6ecbed0c1bae,32,74.3,4,0,pro,0
1b0006a7a4b860f883a2c4a5a222b12aede95961b249f8bbbe06a472d3304055,17,75.15,4,0,pro,0
074d30c29335415cb41c9dfd35afe445fdb00dae8452eb7017732afc8978552f,36,33.5,4,0,basic,1
ff4c7e304a8e570e3786913fa27be8c26e54946b1e3e1609bcc1044955ae1884,3,84.5,30,0,pro,0
affa51a64ca7dc00fdf050699fff31d6de4c2ddc9410ff8305b4a29e8f3f0883,8,47.1,4,0,pro,0
b937b60217f6126ffdfddd1155b0fb1cdaad2ae680188bc6a35c0e490ddd4cb9,12,53.05,4,0,pro,0
073945edc0da26acba6fc8b365446f16587f5018fb4ed0d33821a6d93ceebb02,33,66.65,30,0,pro,1
3ec0d84c65aafa40d602f8f03a29b0a2fa59d5aad71fbba3d5a785d1b43520de,25,110.85,30,0,enterprise,0
d39ed4d750c1c3abe623d0c52e48baebc496a9dd4e4762cb3d16756b3c2f73f0,7,36.9,4,1,basic,0
a72d925b0fbf1d1d96df8d059374ef54e244b4b4557db054ac67f033b73ea4a4,2,36.9,0,1,basic,1
a1ec0ae0cc419b523bf0433a36eceb19301a3cd1ff1acbadf606110fbb0fdd01,20,82.8,30,0,pro,0
427169ee7921fa279c9c4493262cb7a61d46f93192f17de8f62cadf513984c67,34,46.25,30,0,basic,0
44048fa637b5a208dfb6222f74768d4e42920db263e0e4ecafe3b0c4072aa1c6,5,35.2,4,0,basic,1
bff17a4cb300a7707c2420a2eff209da429dc47bebf061f90c8f8c3ead42c8ea,13,25.85,4,1,basic,1
8dfb515f5540787384e3f0fbd69f02e3a5a88976b9ccce5ce4c864bfcc345219,7,30.95,4,0,basic,1
b6c904a12ffb572132c4fde8582c62aea608e6429a4c37c2f2eacf8211e79c30,36,107.45,30,0,enterprise,0
770c5fcd3d033cea20f26420a52352f277c75cb95bb0d02b596e2d91ab0d66b7,21,124.45,30,0,enterprise,0
e0be6240c25425a56694dc55c42e0851f4093e5e421633c775fbbb80c5775f80,34,87.9,30,0,pro,0
7bf0e0f82acbdbd66f105fa1b81e1214fe3d6ab4c2c2be005e9e945dfb608937,3,51.35,4,0,pro,0
27e77c04a36f362004bca65b850cc446b425efc30c7ce7f57156e319d43e809d,29,31.8,0,1,basic,1
7240c2f86846d4bfa8a9cdb62625b4e113f7db71fed346db2e696acd353de3f6,15,95.55,30,0,enterprise,0
51efd2ba993397f423ed2a0fa30d7f5df194a40e94b3eeb8054dc8d1db98433c,34,31.8,4,0,basic,0
0673169eca729e486ac201b4c2beab1f15a71dfc341d416fe7f8baa4956e8197,14,29.25,4,0,basic,1
4ce02874b44bfb6d71f85afcf9580615d7cfe179b72cf822b36782c263a1bfef,35,26.7,0,1,basic,1
55179b87d2205e4dbf91c0999901f3c4c353ade9dba9a2a2083d5eeafc2ea970,3,70.05,30,0,pro,1
3069fb4b72cc5b4d4df2fe740e2645307bd1fdf0aa2c4873f444d1276f114193,12,64.1,4,0,pro,1
2fd4720548f6cef2efc671be743ed262af2d5412f98595b7f058fcd20e074251,34,110.0,30,0,enterprise,0
0675f6e60dfce1cb4eaafcd88e787e965e69f501657ad17624766b90acb5d414,36,69.2,30,0,pro,0
480ccc097e2f9f13be002d5593b59a750d5416ef9a8603901c3f640fd21689ed,26,27.55,4,0,basic,0
f11cd711403f79190b799f6153c0fe9e567fadb5bc0b87e57e57aaef3568c517,15,42.85,4,0,basic,0
554d48453b7a99443968b3cc712872b7ed1131a0831af7f70ea46328833560b8,32,28.4,4,1,basic,0
ec9cac6a341a20be19769ad52cce6623c695976e5ccded5f8dce46238026e3ba,7,33.5,4,1,basic,1
509c4af962954f48912926fb43ba9db4ef41bb7d934c0ec0b137b982dc8f14a1,16,42.0,30,0,basic,1
0baa77784903c4a6b8119414bab61ac4a92f300f55fd9cd48d4bede485c40160,30,29.25,0,1,basic,1
e3c141d145cca954201aff40eda46cc1e2308d37a611b9ec659a8084a58ad802,2,35.2,4,0,basic,1
9ea14fc94666d0b84de8808c39fa5d16f11d9a7eadb329c0457c17012d6fbecb,12,61.55,4,0,pro,0
2aeae190196bfe4d310d2e182789eb74f27bd6010e902ec6540764cdd3106838,5,64.95,30,0,pro,0
56bc453a3c39ea4ee596f6b158b45b39f018d24942c79e7a66329fc49b6bf99e,16,73.45,30,0,pro,0
656053d21d6f0d0003705a051c830edd8ea78f48b5e1c12c9358f85f10fa8a5f,35,79.4,30,0,pro,0
717a4f996689ed875bee4501205d37aa86a7b2fcfebfe7c2824f7a65222185ae,31,85.35,30,0,pro,0
5a5913d98af48ab1f7e4e48e60e43954aa2fcdfbba9ed4f4e0c5375d1be86b4c,2,66.65,30,0,pro,0
62413b17ffc52d196656345e049550b4d897583f9bcfd2fb3f7b94b4f63d752d,15,63.25,4,0,pro,0
0111faedfa629bae3bf05b5bf01d7131c109fe613db34cddac9952ff82fee60d,26,92.15,30,0,pro,0
89ba4d8cfcc22dfe8c0a000aac683aed8cc623059a595776b2ec2e993b8b787f,1,48.8,4,0,pro,0
4b6a362834c81301ffbac8c05e72049e8ddae6b37e35fc02f4dee6f897729cfd,6,36.9,0,1,basic,1
fb25d786785940c3fbb714c91fa4d740e6dc97eb895dec888eda996999f8cf3c,15,28.4,4,1,basic,0
c2b57f6491b7a18a344c6bdbecd558f4f443689240b20c8bfb936d82c32c9926,1,73.45,30,1,pro,0
f13494219c2b653703e77c38e2c2296792618554d859942743b7b0832a02af6c,3,70.05,30,0,pro,1
d4ec561a4e7365acd8c1ba7e1872d182b0638dee02e60e364b7986782bb47eb1,10,31.8,4,0,basic,1
16b3e04f87ae443a3f080b87064b967d418d955f2c5f86ee47050f0d616026e2,6,25.85,4,1,basic,1
26260c07e960254d135d133ebc9d5a811f69dd49273548de6c5a9dca81b5e526,26,25.85,0,0,basic,1
21c940cd8e44d647084fa8330d04ac341d5d3c0f8e1ec1c9bc2e0a2a4bacfc94,29,61.55,30,0,pro,0
9d7e69bddb95176824ba93d76807ffafae3a5133d17cb4cd8cbda203caa4b9c3,31,74.3,4,0,pro,0
