company_name,date,revenue,active_users,signups,is_injected_anomaly
RedFlag Analytics,2025-03-08,10579.57,601,25,False
RedFlag Analytics,2025-03-09,10085.28,627,26,False
RedFlag Analytics,2025-03-10,9636.01,537,22,False
RedFlag Analytics,2025-03-11,8623.62,539,25,False
RedFlag Analytics,2025-03-12,11138.13,657,30,False
RedFlag Analytics,2025-03-13,11625.14,655,25,False
RedFlag Analytics,2025-03-14,11769.02,683,37,False
RedFlag Analytics,2025-03-15,11001.79,670,31,False
RedFlag Analytics,2025-03-16,9450.78,495,17,False
RedFlag Analytics,2025-03-17,9071.12,534,28,False
RedFlag Analytics,2025-03-18,9389.78,573,22,False
RedFlag Analytics,2025-03-19,11030.03,587,34,False
RedFlag Analytics,2025-03-20,12513.74,750,39,False
RedFlag Analytics,2025-03-21,11813.5,685,33,False
RedFlag Analytics,2025-03-22,11724.07,623,38,False
RedFlag Analytics,2025-03-23,9211.39,533,21,False
RedFlag Analytics,2025-03-24,9183.61,458,22,False
RedFlag Analytics,2025-03-25,8705.14,439,19,False
RedFlag Analytics,2025-03-26,10121.24,506,19,False
RedFlag Analytics,2025-03-27,11955.44,677,25,False
RedFlag Analytics,2025-03-28,11471.34,625,33,False
RedFlag Analytics,2025-03-29,11307.19,601,26,False
RedFlag Analytics,2025-03-30,8995.1,481,18,False
RedFlag Analytics,2025-03-31,8524.93,472,19,False
RedFlag Analytics,2025-04-01,9355.22,508,35,False
RedFlag Analytics,2025-04-02,11070.47,597,27,False
RedFlag Analytics,2025-04-03,10865.27,611,25,False
RedFlag Analytics,2025-04-04,12700.33,670,29,False
RedFlag Analytics,2025-04-05,11087.89,596,32,False
RedFlag Analytics,2025-04-06,10653.13,638,28,False
RedFlag Analytics,2025-04-07,8625.27,494,22,False
RedFlag Analytics,2025-04-08,8817.98,421,19,False
RedFlag Analytics,2025-04-09,10389.9,639,27,False
RedFlag Analytics,2025-04-10,10815.38,569,25,False
RedFlag Analytics,2025-04-11,11767.48,719,38,False
RedFlag Analytics,2025-04-12,10820.96,606,26,False
RedFlag Analytics,2025-04-13,10128.54,602,27,False
RedFlag Analytics,2025-04-14,8823.94,423,8,False
RedFlag Analytics,2025-04-15,8417.91,439,23,False
RedFlag Analytics,2025-04-16,9496.63,504,28,False
RedFlag Analytics,2025-04-17,10791.15,579,23,False
RedFlag Analytics,2025-04-18,10436.07,550,27,False
RedFlag Analytics,2025-04-19,9640.0,512,19,False
RedFlag Analytics,2025-04-20,10406.46,574,27,False
RedFlag Analytics,2025-04-21,8258.29,436,21,False
RedFlag Analytics,2025-04-22,9445.25,519,14,False
RedFlag Analytics,2025-04-23,9693.63,552,29,False
RedFlag Analytics,2025-04-24,11001.12,543,30,False
RedFlag Analytics,2025-04-25,10542.49,577,25,False
RedFlag Analytics,2025-04-26,11331.53,592,22,False
RedFlag Analytics,2025-04-27,9178.46,506,23,False
RedFlag Analytics,2025-04-28,9230.58,536,24,False
RedFlag Analytics,2025-04-29,8512.2,419,23,False
RedFlag Analytics,2025-04-30,10600.48,574,26,False
RedFlag Analytics,2025-05-01,11939.8,699,31,False
RedFlag Analytics,2025-05-02,10566.45,627,32,False
RedFlag Analytics,2025-05-03,10820.17,581,29,False
RedFlag Analytics,2025-05-04,8811.08,524,24,False
RedFlag Analytics,2025-05-05,7984.49,455,18,False
RedFlag Analytics,2025-05-06,8790.94,491,19,False
RedFlag Analytics,2025-05-07,10282.13,552,22,False
RedFlag Analytics,2025-05-08,11765.62,664,27,False
RedFlag Analytics,2025-05-09,11117.32,644,28,False
RedFlag Analytics,2025-05-10,11004.13,586,31,False
RedFlag Analytics,2025-05-11,9453.65,543,23,False
RedFlag Analytics,2025-05-12,8386.05,422,18,False
RedFlag Analytics,2025-05-13,8261.56,414,11,False
RedFlag Analytics,2025-05-14,9822.91,567,30,False
RedFlag Analytics,2025-05-15,12833.39,705,30,False
RedFlag Analytics,2025-05-16,10694.04,563,28,False
RedFlag Analytics,2025-05-17,10315.44,587,29,False
RedFlag Analytics,2025-05-18,8718.83,512,21,False
RedFlag Analytics,2025-05-19,8882.21,495,24,False
RedFlag Analytics,2025-05-20,9354.69,576,20,False
RedFlag Analytics,2025-05-21,10361.78,549,22,False
RedFlag Analytics,2025-05-22,11906.46,637,35,False
RedFlag Analytics,2025-05-23,11071.22,651,26,False
RedFlag Analytics,2025-05-24,11167.19,582,28,False
RedFlag Analytics,2025-05-25,8673.82,509,23,False
RedFlag Analytics,2025-05-26,8880.38,432,16,False
RedFlag Analytics,2025-05-27,9143.24,470,27,False
RedFlag Analytics,2025-05-28,9338.62,512,23,False
RedFlag Analytics,2025-05-29,11254.97,610,31,False
RedFlag Analytics,2025-05-30,10429.72,638,37,False
RedFlag Analytics,2025-05-31,9515.42,492,16,False
RedFlag Analytics,2025-06-01,8346.42,462,21,False
RedFlag Analytics,2025-06-02,7728.69,435,23,False
RedFlag Analytics,2025-06-03,7965.28,439,19,False
RedFlag Analytics,2025-06-04,9499.69,571,31,False
RedFlag Analytics,2025-06-05,11580.91,622,31,False
RedFlag Analytics,2025-06-06,10783.81,579,27,False
RedFlag Analytics,2025-06-07,9708.64,502,25,False
RedFlag Analytics,2025-06-08,9186.88,544,21,False
RedFlag Analytics,2025-06-09,8005.15,455,14,False
RedFlag Analytics,2025-06-10,8407.57,478,14,False
RedFlag Analytics,2025-06-11,9656.28,545,26,False
RedFlag Analytics,2025-06-12,10797.04,557,21,False
RedFlag Analytics,2025-06-13,10458.53,600,33,False
RedFlag Analytics,2025-06-14,9925.96,564,21,False
RedFlag Analytics,2025-06-15,9219.69,567,19,False
RedFlag Analytics,2025-06-16,7885.56,454,12,False
RedFlag Analytics,2025-06-17,8198.99,426,25,False
RedFlag Analytics,2025-06-18,9532.98,518,24,False
RedFlag Analytics,2025-06-19,10698.32,663,32,False
RedFlag Analytics,2025-06-20,10567.4,542,19,False
RedFlag Analytics,2025-06-21,10244.15,518,30,False
RedFlag Analytics,2025-06-22,8733.66,495,16,False
RedFlag Analytics,2025-06-23,7447.42,469,21,False
RedFlag Analytics,2025-06-24,8495.44,475,20,False
RedFlag Analytics,2025-06-25,4898.83,228,14,True
RedFlag Analytics,2025-06-26,11981.44,749,29,False
RedFlag Analytics,2025-06-27,10802.26,572,24,False
RedFlag Analytics,2025-06-28,9743.89,573,24,False
RedFlag Analytics,2025-06-29,9033.14,557,25,False
RedFlag Analytics,2025-06-30,8481.87,475,21,False
RedFlag Analytics,2025-07-01,8779.92,511,26,False
RedFlag Analytics,2025-07-02,9376.19,578,30,False
RedFlag Analytics,2025-07-03,10858.72,555,24,False
RedFlag Analytics,2025-07-04,10934.04,638,28,False
RedFlag Analytics,2025-07-05,9847.32,593,27,False
RedFlag Analytics,2025-07-06,7945.21,490,24,False
RedFlag Analytics,2025-07-07,7848.6,421,19,False
RedFlag Analytics,2025-07-08,7056.16,410,21,False
RedFlag Analytics,2025-07-09,8754.76,465,22,False
RedFlag Analytics,2025-07-10,10918.8,584,30,False
RedFlag Analytics,2025-07-11,10568.88,552,22,False
RedFlag Analytics,2025-07-12,9700.93,563,26,False
RedFlag Analytics,2025-07-13,8151.45,461,19,False
RedFlag Analytics,2025-07-14,7441.98,457,13,False
RedFlag Analytics,2025-07-15,7753.3,341,13,False
RedFlag Analytics,2025-07-16,8451.85,436,20,False
RedFlag Analytics,2025-07-17,8985.32,512,21,False
RedFlag Analytics,2025-07-18,10922.41,673,26,False
RedFlag Analytics,2025-07-19,10436.97,553,28,False
RedFlag Analytics,2025-07-20,8181.64,388,22,False
RedFlag Analytics,2025-07-21,8004.05,423,22,False
RedFlag Analytics,2025-07-22,7469.35,413,21,False
RedFlag Analytics,2025-07-23,9164.42,541,19,False
RedFlag Analytics,2025-07-24,9353.97,564,28,False
RedFlag Analytics,2025-07-25,10767.51,627,35,False
RedFlag Analytics,2025-07-26,9583.26,530,29,False
RedFlag Analytics,2025-07-27,7844.9,517,24,False
RedFlag Analytics,2025-07-28,7852.73,412,23,False
RedFlag Analytics,2025-07-29,8544.66,476,21,False
RedFlag Analytics,2025-07-30,8932.99,520,22,False
RedFlag Analytics,2025-07-31,9945.3,535,26,False
RedFlag Analytics,2025-08-01,10217.28,561,27,False
RedFlag Analytics,2025-08-02,9536.73,556,23,False
RedFlag Analytics,2025-08-03,8828.79,458,20,False
RedFlag Analytics,2025-08-04,8068.34,443,24,False
RedFlag Analytics,2025-08-05,7000.17,385,15,False
RedFlag Analytics,2025-08-06,9390.88,610,28,False
RedFlag Analytics,2025-08-07,9781.35,577,27,False
RedFlag Analytics,2025-08-08,10970.75,586,30,False
RedFlag Analytics,2025-08-09,9614.39,565,25,False
RedFlag Analytics,2025-08-10,8636.37,442,21,False
RedFlag Analytics,2025-08-11,7321.56,426,24,False
RedFlag Analytics,2025-08-12,7240.27,343,14,False
RedFlag Analytics,2025-08-13,8886.65,524,21,False
RedFlag Analytics,2025-08-14,10272.24,568,20,False
RedFlag Analytics,2025-08-15,10411.13,531,27,False
RedFlag Analytics,2025-08-16,9684.17,557,23,False
RedFlag Analytics,2025-08-17,8262.53,494,20,False
RedFlag Analytics,2025-08-18,7720.16,447,13,False
RedFlag Analytics,2025-08-19,7377.19,420,17,False
RedFlag Analytics,2025-08-20,8644.49,434,16,False
RedFlag Analytics,2025-08-21,8958.56,532,23,False
RedFlag Analytics,2025-08-22,9929.15,473,20,False
RedFlag Analytics,2025-08-23,9096.4,487,22,False
RedFlag Analytics,2025-08-24,8122.68,529,30,False
RedFlag Analytics,2025-08-25,7775.07,383,13,False
RedFlag Analytics,2025-08-26,7654.59,361,16,False
RedFlag Analytics,2025-08-27,7377.16,378,15,False
RedFlag Analytics,2025-08-28,10296.56,589,25,False
RedFlag Analytics,2025-08-29,9948.32,552,26,False
RedFlag Analytics,2025-08-30,9519.3,569,29,False
RedFlag Analytics,2025-08-31,7714.32,433,20,False
RedFlag Analytics,2025-09-01,7630.84,387,18,False
RedFlag Analytics,2025-09-02,8148.09,490,25,False
RedFlag Analytics,2025-09-03,7867.44,418,20,False
RedFlag Analytics,2025-09-04,10142.75,591,25,False
RedFlag Analytics,2025-09-05,9330.92,573,26,False
RedFlag Analytics,2025-09-06,8735.14,507,24,False
RedFlag Analytics,2025-09-07,7966.47,494,16,False
RedFlag Analytics,2025-09-08,8025.72,403,22,False
RedFlag Analytics,2025-09-09,6822.94,366,18,False
RedFlag Analytics,2025-09-10,8217.71,466,24,False
RedFlag Analytics,2025-09-11,9493.76,486,23,False
RedFlag Analytics,2025-09-12,10025.12,610,23,False
RedFlag Analytics,2025-09-13,8958.37,547,22,False
RedFlag Analytics,2025-09-14,8069.31,469,21,False
RedFlag Analytics,2025-09-15,6830.6,405,14,False
RedFlag Analytics,2025-09-16,7728.79,428,24,False
RedFlag Analytics,2025-09-17,8864.16,456,16,False
RedFlag Analytics,2025-09-18,8875.06,473,28,False
RedFlag Analytics,2025-09-19,9246.06,508,24,False
RedFlag Analytics,2025-09-20,9112.64,518,26,False
RedFlag Analytics,2025-09-21,7964.39,441,16,False
RedFlag Analytics,2025-09-22,7334.83,422,18,False
RedFlag Analytics,2025-09-23,6925.86,339,14,False
RedFlag Analytics,2025-09-24,8184.12,430,25,False
RedFlag Analytics,2025-09-25,9087.36,515,31,False
RedFlag Analytics,2025-09-26,10198.89,606,35,False
RedFlag Analytics,2025-09-27,8818.88,432,10,False
RedFlag Analytics,2025-09-28,7571.55,437,20,False
RedFlag Analytics,2025-09-29,6762.62,407,14,False
RedFlag Analytics,2025-09-30,7317.83,408,19,False
RedFlag Analytics,2025-10-01,8777.06,494,21,False
RedFlag Analytics,2025-10-02,8517.38,462,15,False
RedFlag Analytics,2025-10-03,9522.98,531,20,False
RedFlag Analytics,2025-10-04,13068.25,716,35,True
RedFlag Analytics,2025-10-05,8476.67,418,19,False
RedFlag Analytics,2025-10-06,7267.95,458,19,False
RedFlag Analytics,2025-10-07,7751.8,447,21,False
RedFlag Analytics,2025-10-08,8229.21,441,16,False
RedFlag Analytics,2025-10-09,8520.48,527,27,False
RedFlag Analytics,2025-10-10,8715.34,478,21,False
RedFlag Analytics,2025-10-11,8397.49,495,27,False
RedFlag Analytics,2025-10-12,7691.56,369,9,False
RedFlag Analytics,2025-10-13,6866.74,363,18,False
RedFlag Analytics,2025-10-14,7025.89,435,19,False
RedFlag Analytics,2025-10-15,8884.84,553,20,False
RedFlag Analytics,2025-10-16,7987.57,518,20,False
RedFlag Analytics,2025-10-17,8816.78,548,26,False
RedFlag Analytics,2025-10-18,9683.48,610,30,False
RedFlag Analytics,2025-10-19,7692.96,406,17,False
RedFlag Analytics,2025-10-20,6675.19,322,14,False
RedFlag Analytics,2025-10-21,6730.49,288,12,False
RedFlag Analytics,2025-10-22,8401.29,475,20,False
RedFlag Analytics,2025-10-23,9327.02,513,31,False
RedFlag Analytics,2025-10-24,9609.3,596,30,False
RedFlag Analytics,2025-10-25,8006.97,441,27,False
RedFlag Analytics,2025-10-26,7562.58,486,21,False
RedFlag Analytics,2025-10-27,6774.9,321,17,False
RedFlag Analytics,2025-10-28,7233.28,473,21,False
RedFlag Analytics,2025-10-29,7352.03,410,23,False
RedFlag Analytics,2025-10-30,9201.65,568,27,False
RedFlag Analytics,2025-10-31,9863.75,590,33,False
RedFlag Analytics,2025-11-01,11466.73,609,29,True
RedFlag Analytics,2025-11-02,7777.98,471,20,False
RedFlag Analytics,2025-11-03,7368.82,391,14,False
RedFlag Analytics,2025-11-04,7330.93,446,18,False
RedFlag Analytics,2025-11-05,7920.62,467,25,False
RedFlag Analytics,2025-11-06,8919.22,517,22,False
RedFlag Analytics,2025-11-07,8836.58,490,23,False
RedFlag Analytics,2025-11-08,8521.33,469,25,False
RedFlag Analytics,2025-11-09,7000.17,396,23,False
RedFlag Analytics,2025-11-10,6758.09,289,9,False
RedFlag Analytics,2025-11-11,6664.04,413,18,False
RedFlag Analytics,2025-11-12,7297.48,408,14,False
RedFlag Analytics,2025-11-13,9455.47,539,25,False
RedFlag Analytics,2025-11-14,8161.18,423,19,False
RedFlag Analytics,2025-11-15,9113.79,523,25,False
RedFlag Analytics,2025-11-16,6520.23,350,11,False
RedFlag Analytics,2025-11-17,7001.07,455,19,False
RedFlag Analytics,2025-11-18,6968.66,338,9,False
RedFlag Analytics,2025-11-19,7171.15,451,23,False
RedFlag Analytics,2025-11-20,8492.36,446,18,False
RedFlag Analytics,2025-11-21,8470.47,489,20,False
RedFlag Analytics,2025-11-22,7889.35,433,21,False
RedFlag Analytics,2025-11-23,7592.04,390,20,False
RedFlag Analytics,2025-11-24,6233.81,272,10,False
RedFlag Analytics,2025-11-25,6178.18,376,17,False
RedFlag Analytics,2025-11-26,8183.27,393,19,False
RedFlag Analytics,2025-11-27,8814.36,477,20,False
RedFlag Analytics,2025-11-28,8858.11,547,21,False
RedFlag Analytics,2025-11-29,8102.11,506,20,False
RedFlag Analytics,2025-11-30,7461.24,430,22,False
RedFlag Analytics,2025-12-01,6697.37,314,15,False
RedFlag Analytics,2025-12-02,6749.03,374,12,False
RedFlag Analytics,2025-12-03,7451.07,421,17,False
RedFlag Analytics,2025-12-04,9040.04,476,24,False
RedFlag Analytics,2025-12-05,9431.36,580,26,False
RedFlag Analytics,2025-12-06,8346.37,477,18,False
RedFlag Analytics,2025-12-07,8232.77,474,17,False
RedFlag Analytics,2025-12-08,6594.22,366,17,False
RedFlag Analytics,2025-12-09,6795.95,329,21,False
RedFlag Analytics,2025-12-10,8205.1,424,18,False
RedFlag Analytics,2025-12-11,8628.4,446,17,False
RedFlag Analytics,2025-12-12,8826.97,541,21,False
RedFlag Analytics,2025-12-13,7938.45,447,24,False
RedFlag Analytics,2025-12-14,7260.76,425,11,False
RedFlag Analytics,2025-12-15,5913.12,348,14,False
RedFlag Analytics,2025-12-16,6429.27,377,16,False
RedFlag Analytics,2025-12-17,7140.06,465,18,False
RedFlag Analytics,2025-12-18,7494.9,453,28,False
RedFlag Analytics,2025-12-19,9116.65,522,24,False
RedFlag Analytics,2025-12-20,7882.18,448,21,False
RedFlag Analytics,2025-12-21,6714.36,433,23,False
RedFlag Analytics,2025-12-22,6534.36,298,13,False
RedFlag Analytics,2025-12-23,6201.86,400,11,False
RedFlag Analytics,2025-12-24,7832.52,419,20,False
RedFlag Analytics,2025-12-25,8957.18,521,21,False
RedFlag Analytics,2025-12-26,7943.65,435,17,False
RedFlag Analytics,2025-12-27,8429.47,474,26,False
RedFlag Analytics,2025-12-28,7042.55,386,14,False
RedFlag Analytics,2025-12-29,6723.6,238,11,False
RedFlag Analytics,2025-12-30,6631.52,328,15,False
RedFlag Analytics,2025-12-31,7110.03,367,17,False
